# EoSType = ColdBetaYe
# Nrho=4000
# RhoMin=   0.161865E-09    RhoMax=   0.161865E-02
# RhoSpacing = Log
#  rho           eps             P              cs^2
   7.826632E-10  -9.026337E-03   2.537552E-13   4.379398E-04
   7.858241E-10  -9.025031E-03   2.551113E-13   4.384858E-04
   7.889978E-10  -9.023724E-03   2.564748E-13   4.390319E-04
   7.921843E-10  -9.022415E-03   2.578455E-13   4.395779E-04
   7.953837E-10  -9.021105E-03   2.592231E-13   4.401296E-04
   7.985959E-10  -9.019795E-03   2.606069E-13   4.406990E-04
   8.018212E-10  -9.018484E-03   2.619979E-13   4.412682E-04
   8.050595E-10  -9.017171E-03   2.633964E-13   4.418373E-04
   8.083109E-10  -9.015857E-03   2.648023E-13   4.424063E-04
   8.115754E-10  -9.014540E-03   2.662158E-13   4.429754E-04
   8.148530E-10  -9.013222E-03   2.676369E-13   4.435443E-04
   8.181440E-10  -9.011902E-03   2.690654E-13   4.441130E-04
   8.214482E-10  -9.010580E-03   2.705016E-13   4.446816E-04
   8.247657E-10  -9.009257E-03   2.719456E-13   4.452502E-04
   8.280967E-10  -9.007932E-03   2.733971E-13   4.458185E-04
   8.314411E-10  -9.006605E-03   2.748565E-13   4.463870E-04
   8.347990E-10  -9.005276E-03   2.763236E-13   4.469551E-04
   8.381705E-10  -9.003945E-03   2.777987E-13   4.475233E-04
   8.415556E-10  -9.002613E-03   2.792815E-13   4.480912E-04
   8.449543E-10  -9.001279E-03   2.807723E-13   4.486592E-04
   8.483668E-10  -8.999943E-03   2.822709E-13   4.492270E-04
   8.517931E-10  -8.998605E-03   2.837777E-13   4.497948E-04
   8.552332E-10  -8.997266E-03   2.852925E-13   4.503624E-04
   8.586872E-10  -8.995924E-03   2.868154E-13   4.509298E-04
   8.621551E-10  -8.994581E-03   2.883464E-13   4.514973E-04
   8.656371E-10  -8.993236E-03   2.898855E-13   4.520645E-04
   8.691331E-10  -8.991890E-03   2.914329E-13   4.526318E-04
   8.726432E-10  -8.990541E-03   2.929886E-13   4.531989E-04
   8.761676E-10  -8.989191E-03   2.945525E-13   4.537658E-04
   8.797061E-10  -8.987839E-03   2.961248E-13   4.543328E-04
   8.832589E-10  -8.986485E-03   2.977056E-13   4.548996E-04
   8.868261E-10  -8.985129E-03   2.992946E-13   4.554662E-04
   8.904077E-10  -8.983772E-03   3.008923E-13   4.560328E-04
   8.940038E-10  -8.982413E-03   3.024985E-13   4.565993E-04
   8.976144E-10  -8.981052E-03   3.041132E-13   4.571657E-04
   9.012395E-10  -8.979689E-03   3.057365E-13   4.577319E-04
   9.048793E-10  -8.978325E-03   3.073678E-13   4.583073E-04
   9.085338E-10  -8.976962E-03   3.090065E-13   4.588979E-04
   9.122031E-10  -8.975597E-03   3.106539E-13   4.594883E-04
   9.158872E-10  -8.974231E-03   3.123101E-13   4.600786E-04
   9.195861E-10  -8.972862E-03   3.139751E-13   4.606689E-04
   9.233000E-10  -8.971492E-03   3.156490E-13   4.612590E-04
   9.270289E-10  -8.970120E-03   3.173318E-13   4.618490E-04
   9.307729E-10  -8.968746E-03   3.190236E-13   4.624388E-04
   9.345320E-10  -8.967370E-03   3.207244E-13   4.630286E-04
   9.383062E-10  -8.965992E-03   3.224343E-13   4.636182E-04
   9.420957E-10  -8.964613E-03   3.241533E-13   4.642078E-04
   9.459006E-10  -8.963231E-03   3.258814E-13   4.647972E-04
   9.497207E-10  -8.961848E-03   3.276188E-13   4.653865E-04
   9.535563E-10  -8.960463E-03   3.293654E-13   4.659757E-04
   9.574074E-10  -8.959077E-03   3.311214E-13   4.665648E-04
   9.612741E-10  -8.957688E-03   3.328867E-13   4.671537E-04
   9.651563E-10  -8.956298E-03   3.346614E-13   4.677426E-04
   9.690543E-10  -8.954905E-03   3.364457E-13   4.683315E-04
   9.729680E-10  -8.953511E-03   3.382394E-13   4.689201E-04
   9.768975E-10  -8.952115E-03   3.400427E-13   4.695086E-04
   9.808428E-10  -8.950718E-03   3.418556E-13   4.700970E-04
   9.848041E-10  -8.949318E-03   3.436781E-13   4.706853E-04
   9.887814E-10  -8.947916E-03   3.455104E-13   4.712734E-04
   9.927748E-10  -8.946513E-03   3.473525E-13   4.718617E-04
   9.967843E-10  -8.945108E-03   3.492044E-13   4.724496E-04
   1.000810E-09  -8.943701E-03   3.510661E-13   4.730374E-04
   1.004852E-09  -8.942292E-03   3.529378E-13   4.736251E-04
   1.008910E-09  -8.940881E-03   3.548195E-13   4.742129E-04
   1.012985E-09  -8.939469E-03   3.567112E-13   4.748004E-04
   1.017076E-09  -8.938054E-03   3.586129E-13   4.753877E-04
   1.021184E-09  -8.936638E-03   3.605248E-13   4.759750E-04
   1.025308E-09  -8.935220E-03   3.624470E-13   4.765623E-04
   1.029449E-09  -8.933801E-03   3.643782E-13   4.771621E-04
   1.033606E-09  -8.932383E-03   3.663184E-13   4.777745E-04
   1.037781E-09  -8.930963E-03   3.682690E-13   4.783867E-04
   1.041972E-09  -8.929541E-03   3.702299E-13   4.789988E-04
   1.046180E-09  -8.928117E-03   3.722013E-13   4.796108E-04
   1.050405E-09  -8.926691E-03   3.741831E-13   4.802226E-04
   1.054647E-09  -8.925263E-03   3.761755E-13   4.808343E-04
   1.058907E-09  -8.923834E-03   3.781786E-13   4.814459E-04
   1.063183E-09  -8.922403E-03   3.801923E-13   4.820574E-04
   1.067477E-09  -8.920969E-03   3.822168E-13   4.826689E-04
   1.071788E-09  -8.919534E-03   3.842520E-13   4.832802E-04
   1.076117E-09  -8.918097E-03   3.862981E-13   4.838913E-04
   1.080463E-09  -8.916658E-03   3.883550E-13   4.845022E-04
   1.084827E-09  -8.915218E-03   3.904230E-13   4.851133E-04
   1.089208E-09  -8.913775E-03   3.925019E-13   4.857240E-04
   1.093607E-09  -8.912330E-03   3.945919E-13   4.863346E-04
   1.098024E-09  -8.910884E-03   3.966930E-13   4.869451E-04
   1.102458E-09  -8.909436E-03   3.988054E-13   4.875556E-04
   1.106911E-09  -8.907985E-03   4.009289E-13   4.881658E-04
   1.111381E-09  -8.906533E-03   4.030638E-13   4.887759E-04
   1.115870E-09  -8.905079E-03   4.052101E-13   4.893861E-04
   1.120376E-09  -8.903623E-03   4.073678E-13   4.899960E-04
   1.124901E-09  -8.902165E-03   4.095369E-13   4.906057E-04
   1.129444E-09  -8.900706E-03   4.117177E-13   4.912155E-04
   1.134006E-09  -8.899244E-03   4.139100E-13   4.918250E-04
   1.138585E-09  -8.897781E-03   4.161141E-13   4.924345E-04
   1.143184E-09  -8.896315E-03   4.183298E-13   4.930437E-04
   1.147801E-09  -8.894848E-03   4.205575E-13   4.936530E-04
   1.152436E-09  -8.893378E-03   4.227969E-13   4.942620E-04
   1.157091E-09  -8.891907E-03   4.250481E-13   4.948709E-04
   1.161764E-09  -8.890434E-03   4.273116E-13   4.954798E-04
   1.166456E-09  -8.888959E-03   4.295871E-13   4.960886E-04
   1.171167E-09  -8.887485E-03   4.318727E-13   4.967136E-04
   1.175897E-09  -8.886010E-03   4.341696E-13   4.973485E-04
   1.180646E-09  -8.884533E-03   4.364784E-13   4.979830E-04
   1.185414E-09  -8.883054E-03   4.387997E-13   4.986175E-04
   1.190201E-09  -8.881573E-03   4.411334E-13   4.992519E-04
   1.195008E-09  -8.880090E-03   4.434795E-13   4.998862E-04
   1.199834E-09  -8.878606E-03   4.458380E-13   5.005204E-04
   1.204680E-09  -8.877119E-03   4.482089E-13   5.011542E-04
   1.209545E-09  -8.875630E-03   4.505926E-13   5.017881E-04
   1.214430E-09  -8.874140E-03   4.529890E-13   5.024218E-04
   1.219335E-09  -8.872648E-03   4.553982E-13   5.030554E-04
   1.224260E-09  -8.871153E-03   4.578201E-13   5.036889E-04
   1.229204E-09  -8.869657E-03   4.602549E-13   5.043223E-04
   1.234168E-09  -8.868159E-03   4.627027E-13   5.049555E-04
   1.239153E-09  -8.866659E-03   4.651635E-13   5.055885E-04
   1.244157E-09  -8.865157E-03   4.676373E-13   5.062215E-04
   1.249182E-09  -8.863653E-03   4.701244E-13   5.068543E-04
   1.254227E-09  -8.862147E-03   4.726246E-13   5.074869E-04
   1.259292E-09  -8.860639E-03   4.751382E-13   5.081194E-04
   1.264378E-09  -8.859129E-03   4.776651E-13   5.087518E-04
   1.269485E-09  -8.857617E-03   4.802055E-13   5.093841E-04
   1.274612E-09  -8.856104E-03   4.827594E-13   5.100162E-04
   1.279759E-09  -8.854588E-03   4.853270E-13   5.106484E-04
   1.284928E-09  -8.853070E-03   4.879081E-13   5.112802E-04
   1.290117E-09  -8.851551E-03   4.905030E-13   5.119119E-04
   1.295328E-09  -8.850029E-03   4.931116E-13   5.125435E-04
   1.300559E-09  -8.848506E-03   4.957341E-13   5.131750E-04
   1.305812E-09  -8.846980E-03   4.983708E-13   5.138065E-04
   1.311085E-09  -8.845453E-03   5.010213E-13   5.144376E-04
   1.316380E-09  -8.843923E-03   5.036859E-13   5.150687E-04
   1.321697E-09  -8.842392E-03   5.063646E-13   5.156996E-04
   1.327035E-09  -8.840859E-03   5.090576E-13   5.163303E-04
   1.332394E-09  -8.839326E-03   5.117626E-13   5.169817E-04
   1.337775E-09  -8.837793E-03   5.144809E-13   5.176395E-04
   1.343178E-09  -8.836258E-03   5.172136E-13   5.182972E-04
   1.348603E-09  -8.834720E-03   5.199609E-13   5.189548E-04
   1.354049E-09  -8.833181E-03   5.227227E-13   5.196121E-04
   1.359518E-09  -8.831640E-03   5.254992E-13   5.202694E-04
   1.365008E-09  -8.830097E-03   5.282905E-13   5.209265E-04
   1.370521E-09  -8.828551E-03   5.310965E-13   5.215834E-04
   1.376056E-09  -8.827004E-03   5.339175E-13   5.222402E-04
   1.381614E-09  -8.825455E-03   5.367537E-13   5.228971E-04
   1.387194E-09  -8.823904E-03   5.396047E-13   5.235536E-04
   1.392796E-09  -8.822351E-03   5.424709E-13   5.242099E-04
   1.398421E-09  -8.820796E-03   5.453525E-13   5.248663E-04
   1.404069E-09  -8.819239E-03   5.482492E-13   5.255224E-04
   1.409739E-09  -8.817680E-03   5.511613E-13   5.261783E-04
   1.415433E-09  -8.816118E-03   5.540889E-13   5.268341E-04
   1.421149E-09  -8.814555E-03   5.570320E-13   5.274897E-04
   1.426889E-09  -8.812990E-03   5.599910E-13   5.281454E-04
   1.432651E-09  -8.811423E-03   5.629655E-13   5.288007E-04
   1.438437E-09  -8.809854E-03   5.659559E-13   5.294560E-04
   1.444247E-09  -8.808283E-03   5.689621E-13   5.301111E-04
   1.450080E-09  -8.806710E-03   5.719842E-13   5.307660E-04
   1.455936E-09  -8.805135E-03   5.750226E-13   5.314209E-04
   1.461816E-09  -8.803558E-03   5.780769E-13   5.320755E-04
   1.467720E-09  -8.801979E-03   5.811477E-13   5.327301E-04
   1.473648E-09  -8.800398E-03   5.842345E-13   5.333844E-04
   1.479599E-09  -8.798814E-03   5.873380E-13   5.340387E-04
   1.485575E-09  -8.797229E-03   5.904577E-13   5.346927E-04
   1.491574E-09  -8.795642E-03   5.935943E-13   5.353468E-04
   1.497598E-09  -8.794053E-03   5.967472E-13   5.360005E-04
   1.503647E-09  -8.792462E-03   5.999172E-13   5.366543E-04
   1.509719E-09  -8.790868E-03   6.031040E-13   5.373079E-04
   1.515817E-09  -8.789277E-03   6.063039E-13   5.379860E-04
   1.521939E-09  -8.787684E-03   6.095204E-13   5.386675E-04
   1.528085E-09  -8.786088E-03   6.127539E-13   5.393489E-04
   1.534257E-09  -8.784491E-03   6.160045E-13   5.400299E-04
   1.540453E-09  -8.782892E-03   6.192724E-13   5.407110E-04
   1.546674E-09  -8.781291E-03   6.225577E-13   5.413919E-04
   1.552921E-09  -8.779687E-03   6.258605E-13   5.420726E-04
   1.559193E-09  -8.778082E-03   6.291807E-13   5.427532E-04
   1.565490E-09  -8.776475E-03   6.325186E-13   5.434336E-04
   1.571812E-09  -8.774865E-03   6.358742E-13   5.441139E-04
   1.578160E-09  -8.773254E-03   6.392476E-13   5.447940E-04
   1.584534E-09  -8.771640E-03   6.426389E-13   5.454739E-04
   1.590933E-09  -8.770025E-03   6.460484E-13   5.461539E-04
   1.597358E-09  -8.768407E-03   6.494757E-13   5.468335E-04
   1.603810E-09  -8.766787E-03   6.529213E-13   5.475129E-04
   1.610287E-09  -8.765166E-03   6.563851E-13   5.481922E-04
   1.616790E-09  -8.763542E-03   6.598673E-13   5.488714E-04
   1.623320E-09  -8.761916E-03   6.633680E-13   5.495503E-04
   1.629876E-09  -8.760289E-03   6.668875E-13   5.502294E-04
   1.636459E-09  -8.758659E-03   6.704254E-13   5.509080E-04
   1.643068E-09  -8.757027E-03   6.739821E-13   5.515865E-04
   1.649703E-09  -8.755393E-03   6.775577E-13   5.522648E-04
   1.656366E-09  -8.753757E-03   6.811522E-13   5.529430E-04
   1.663056E-09  -8.752118E-03   6.847661E-13   5.536212E-04
   1.669772E-09  -8.750478E-03   6.883989E-13   5.542991E-04
   1.676516E-09  -8.748836E-03   6.920512E-13   5.549770E-04
   1.683287E-09  -8.747192E-03   6.957226E-13   5.556545E-04
   1.690085E-09  -8.745545E-03   6.994135E-13   5.563319E-04
   1.696910E-09  -8.743897E-03   7.031240E-13   5.570091E-04
   1.703764E-09  -8.742246E-03   7.068545E-13   5.576864E-04
   1.710645E-09  -8.740594E-03   7.106044E-13   5.583633E-04
   1.717553E-09  -8.738939E-03   7.143745E-13   5.590403E-04
   1.724490E-09  -8.737286E-03   7.181596E-13   5.597462E-04
   1.731455E-09  -8.735632E-03   7.219646E-13   5.604520E-04
   1.738447E-09  -8.733975E-03   7.257901E-13   5.611578E-04
   1.745468E-09  -8.732317E-03   7.296356E-13   5.618632E-04
   1.752518E-09  -8.730656E-03   7.335015E-13   5.625684E-04
   1.759596E-09  -8.728993E-03   7.373879E-13   5.632735E-04
   1.766702E-09  -8.727328E-03   7.412948E-13   5.639784E-04
   1.773837E-09  -8.725661E-03   7.452228E-13   5.646833E-04
   1.781001E-09  -8.723992E-03   7.491712E-13   5.653878E-04
   1.788194E-09  -8.722320E-03   7.531409E-13   5.660924E-04
   1.795416E-09  -8.720647E-03   7.571313E-13   5.667966E-04
   1.802667E-09  -8.718972E-03   7.611432E-13   5.675008E-04
   1.809947E-09  -8.717294E-03   7.651760E-13   5.682046E-04
   1.817257E-09  -8.715615E-03   7.692302E-13   5.689083E-04
   1.824596E-09  -8.713933E-03   7.733062E-13   5.696120E-04
   1.831965E-09  -8.712249E-03   7.774034E-13   5.703153E-04
   1.839364E-09  -8.710563E-03   7.815227E-13   5.710187E-04
   1.846793E-09  -8.708875E-03   7.856635E-13   5.717216E-04
   1.854251E-09  -8.707185E-03   7.898266E-13   5.724246E-04
   1.861740E-09  -8.705493E-03   7.940117E-13   5.731275E-04
   1.869259E-09  -8.703798E-03   7.982186E-13   5.738299E-04
   1.876808E-09  -8.702102E-03   8.024482E-13   5.745324E-04
   1.884388E-09  -8.700403E-03   8.066999E-13   5.752345E-04
   1.891998E-09  -8.698703E-03   8.109744E-13   5.759366E-04
   1.899639E-09  -8.697000E-03   8.152716E-13   5.766386E-04
   1.907311E-09  -8.695295E-03   8.195915E-13   5.773404E-04
   1.915014E-09  -8.693588E-03   8.239340E-13   5.780418E-04
   1.922749E-09  -8.691878E-03   8.282999E-13   5.787432E-04
   1.930514E-09  -8.690167E-03   8.326888E-13   5.794445E-04
   1.938311E-09  -8.688454E-03   8.371008E-13   5.801454E-04
   1.946139E-09  -8.686738E-03   8.415364E-13   5.808463E-04
   1.953999E-09  -8.685021E-03   8.459947E-13   5.815509E-04
   1.961890E-09  -8.683306E-03   8.504715E-13   5.822818E-04
   1.969814E-09  -8.681588E-03   8.549720E-13   5.830124E-04
   1.977769E-09  -8.679868E-03   8.594963E-13   5.837429E-04
   1.985757E-09  -8.678147E-03   8.640448E-13   5.844734E-04
   1.993776E-09  -8.676423E-03   8.686172E-13   5.852036E-04
   2.001829E-09  -8.674697E-03   8.732137E-13   5.859335E-04
   2.009913E-09  -8.672968E-03   8.778345E-13   5.866632E-04
   2.018031E-09  -8.671238E-03   8.824798E-13   5.873928E-04
   2.026181E-09  -8.669506E-03   8.871500E-13   5.881223E-04
   2.034364E-09  -8.667771E-03   8.918446E-13   5.888515E-04
   2.042580E-09  -8.666034E-03   8.965640E-13   5.895805E-04
   2.050829E-09  -8.664295E-03   9.013085E-13   5.903093E-04
   2.059112E-09  -8.662554E-03   9.060783E-13   5.910381E-04
   2.067428E-09  -8.660811E-03   9.108731E-13   5.917665E-04
   2.075778E-09  -8.659066E-03   9.156932E-13   5.924947E-04
   2.084161E-09  -8.657318E-03   9.205392E-13   5.932230E-04
   2.092578E-09  -8.655569E-03   9.254105E-13   5.939508E-04
   2.101029E-09  -8.653817E-03   9.303075E-13   5.946785E-04
   2.109515E-09  -8.652063E-03   9.352309E-13   5.954062E-04
   2.118034E-09  -8.650307E-03   9.401803E-13   5.961336E-04
   2.126588E-09  -8.648548E-03   9.451555E-13   5.968607E-04
   2.135177E-09  -8.646788E-03   9.501571E-13   5.975876E-04
   2.143800E-09  -8.645025E-03   9.551854E-13   5.983146E-04
   2.152458E-09  -8.643260E-03   9.602404E-13   5.990413E-04
   2.161151E-09  -8.641493E-03   9.653218E-13   5.997676E-04
   2.169880E-09  -8.639724E-03   9.704304E-13   6.004940E-04
   2.178643E-09  -8.637946E-03   9.755655E-13   6.012200E-04
   2.187442E-09  -8.636112E-03   9.807233E-13   6.019454E-04
   2.196276E-09  -8.634275E-03   9.859085E-13   6.026706E-04
   2.205146E-09  -8.632437E-03   9.911210E-13   6.033956E-04
   2.214052E-09  -8.630596E-03   9.963615E-13   6.041206E-04
   2.222994E-09  -8.628754E-03   1.001628E-12   6.048534E-04
   2.231972E-09  -8.626911E-03   1.006916E-12   6.056091E-04
   2.240986E-09  -8.625065E-03   1.012233E-12   6.063649E-04
   2.250037E-09  -8.623218E-03   1.017577E-12   6.071204E-04
   2.259124E-09  -8.621368E-03   1.022950E-12   6.078755E-04
   2.268248E-09  -8.619516E-03   1.028351E-12   6.086309E-04
   2.277408E-09  -8.617662E-03   1.033781E-12   6.093856E-04
   2.286606E-09  -8.615806E-03   1.039239E-12   6.101403E-04
   2.295841E-09  -8.613948E-03   1.044726E-12   6.108948E-04
   2.305113E-09  -8.612087E-03   1.050242E-12   6.116491E-04
   2.314422E-09  -8.610224E-03   1.055788E-12   6.124032E-04
   2.323770E-09  -8.608359E-03   1.061362E-12   6.131571E-04
   2.333155E-09  -8.606492E-03   1.066966E-12   6.139107E-04
   2.342577E-09  -8.604622E-03   1.072600E-12   6.146642E-04
   2.352038E-09  -8.602751E-03   1.078264E-12   6.154175E-04
   2.361537E-09  -8.600877E-03   1.083957E-12   6.161705E-04
   2.371075E-09  -8.599001E-03   1.089680E-12   6.169234E-04
   2.380651E-09  -8.597123E-03   1.095434E-12   6.176762E-04
   2.390265E-09  -8.595242E-03   1.101218E-12   6.184285E-04
   2.399919E-09  -8.593359E-03   1.107033E-12   6.191809E-04
   2.409611E-09  -8.591474E-03   1.112878E-12   6.199329E-04
   2.419343E-09  -8.589587E-03   1.118754E-12   6.206847E-04
   2.429114E-09  -8.587698E-03   1.124661E-12   6.214366E-04
   2.438924E-09  -8.585806E-03   1.130600E-12   6.221880E-04
   2.448774E-09  -8.583913E-03   1.136569E-12   6.229392E-04
   2.458664E-09  -8.582017E-03   1.142571E-12   6.236904E-04
   2.468594E-09  -8.580118E-03   1.148604E-12   6.244411E-04
   2.478564E-09  -8.578218E-03   1.154669E-12   6.251917E-04
   2.488574E-09  -8.576315E-03   1.160766E-12   6.259423E-04
   2.498624E-09  -8.574410E-03   1.166895E-12   6.266925E-04
   2.508715E-09  -8.572503E-03   1.173056E-12   6.274424E-04
   2.518847E-09  -8.570594E-03   1.179250E-12   6.281924E-04
   2.529020E-09  -8.568683E-03   1.185474E-12   6.289544E-04
   2.539234E-09  -8.566771E-03   1.191725E-12   6.297363E-04
   2.549489E-09  -8.564857E-03   1.198008E-12   6.305179E-04
   2.559785E-09  -8.562941E-03   1.204326E-12   6.312995E-04
   2.570124E-09  -8.561022E-03   1.210676E-12   6.320807E-04
   2.580503E-09  -8.559102E-03   1.217060E-12   6.328619E-04
   2.590925E-09  -8.557179E-03   1.223477E-12   6.336426E-04
   2.601389E-09  -8.555254E-03   1.229929E-12   6.344234E-04
   2.611895E-09  -8.553326E-03   1.236414E-12   6.352036E-04
   2.622444E-09  -8.551396E-03   1.242934E-12   6.359839E-04
   2.633035E-09  -8.549464E-03   1.249488E-12   6.367637E-04
   2.643669E-09  -8.547530E-03   1.256077E-12   6.375436E-04
   2.654346E-09  -8.545594E-03   1.262700E-12   6.383232E-04
   2.665066E-09  -8.543655E-03   1.269358E-12   6.391023E-04
   2.675829E-09  -8.541714E-03   1.276052E-12   6.398815E-04
   2.686636E-09  -8.539771E-03   1.282781E-12   6.406604E-04
   2.697486E-09  -8.537825E-03   1.289545E-12   6.414389E-04
   2.708381E-09  -8.535878E-03   1.296345E-12   6.422174E-04
   2.719319E-09  -8.533928E-03   1.303180E-12   6.429956E-04
   2.730301E-09  -8.531976E-03   1.310052E-12   6.437736E-04
   2.741328E-09  -8.530021E-03   1.316961E-12   6.445514E-04
   2.752399E-09  -8.528064E-03   1.323905E-12   6.453290E-04
   2.763515E-09  -8.526105E-03   1.330886E-12   6.461064E-04
   2.774676E-09  -8.524144E-03   1.337904E-12   6.468833E-04
   2.785882E-09  -8.522181E-03   1.344960E-12   6.476604E-04
   2.797134E-09  -8.520215E-03   1.352051E-12   6.484368E-04
   2.808430E-09  -8.518247E-03   1.359182E-12   6.492135E-04
   2.819773E-09  -8.516276E-03   1.366348E-12   6.499895E-04
   2.831161E-09  -8.514304E-03   1.373554E-12   6.507658E-04
   2.842595E-09  -8.512329E-03   1.380797E-12   6.515415E-04
   2.854075E-09  -8.510351E-03   1.388078E-12   6.523171E-04
   2.865602E-09  -8.508372E-03   1.395398E-12   6.530924E-04
   2.877175E-09  -8.506391E-03   1.402751E-12   6.538845E-04
   2.888795E-09  -8.504409E-03   1.410138E-12   6.546932E-04
   2.900462E-09  -8.502425E-03   1.417563E-12   6.555014E-04
   2.912176E-09  -8.500439E-03   1.425028E-12   6.563093E-04
   2.923937E-09  -8.498450E-03   1.432532E-12   6.571172E-04
   2.935746E-09  -8.496459E-03   1.440076E-12   6.579249E-04
   2.947602E-09  -8.494465E-03   1.447659E-12   6.587321E-04
   2.959507E-09  -8.492470E-03   1.455282E-12   6.595393E-04
   2.971459E-09  -8.490472E-03   1.462945E-12   6.603460E-04
   2.983460E-09  -8.488471E-03   1.470649E-12   6.611527E-04
   2.995509E-09  -8.486469E-03   1.478394E-12   6.619592E-04
   3.007607E-09  -8.484464E-03   1.486179E-12   6.627652E-04
   3.019754E-09  -8.482457E-03   1.494005E-12   6.635711E-04
   3.031949E-09  -8.480448E-03   1.501873E-12   6.643769E-04
   3.044194E-09  -8.478436E-03   1.509781E-12   6.651821E-04
   3.056489E-09  -8.476422E-03   1.517732E-12   6.659874E-04
   3.068833E-09  -8.474405E-03   1.525724E-12   6.667923E-04
   3.081227E-09  -8.472387E-03   1.533759E-12   6.675971E-04
   3.093671E-09  -8.470366E-03   1.541836E-12   6.684016E-04
   3.106165E-09  -8.468343E-03   1.549955E-12   6.692059E-04
   3.118710E-09  -8.466317E-03   1.558118E-12   6.700099E-04
   3.131306E-09  -8.464289E-03   1.566323E-12   6.708136E-04
   3.143952E-09  -8.462259E-03   1.574571E-12   6.716172E-04
   3.156649E-09  -8.460227E-03   1.582863E-12   6.724204E-04
